"id","otel_ad","fiyat","imageurl","score","fiyat_araligi","bolge","hava_alanina_uzakligi","denize_uzakligi","plaj","iskele","a_la_carte_restoran","asansor","acik_restoran","kapali_restoran","acik_havuz","kapali_havuz","bedensel_engelli_odasi","bar","su_kaydiragi","balo_salonu","kuafor","otopark","market","sauna","doktor","beach_voley","fitness","canli_eglence","wireless_internet","animasyon","sorf","parasut","arac_kiralama","kano","spa","masaj","masa_tenisi","cocuk_havuzu","cocuk_parki"
338,Premier Nergis Beach,"16.392,48 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/10608/1050X700/tsr10608637400884246279855.jpg,"8,9","15000-17000",Marmaris - Merkez-Armutalan ,"95 km, Dalaman HA ",Denize Sıfır,Özel Plaj,1,1,1,1,1,1,0,1,3,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0
127,Mysea Hotels Alara,"12.797,66 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/06833/1050X700/tsr06833637841414796073950.jpg,"5,6","11000-13000",Antalya - Alanya-Okurcalar ,"100 km, Antalya HA ",Denize Sıfır,Özel Plaj,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0
744,Ramiz Alaçatı,"8.000,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13154/1050X700/tsr13154638199401017643046.jpg,"","7000-9000",Çeşme - Alaçatı ,"No Info km, No Info",No Info,Halk Plajı,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Mylome Luxury Hotel Resort,"27.907,20 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/10616/1050X700/tsr10616637338813015222409.jpg,"7,6","27000-29000",Antalya - Alanya-Okurcalar ,"90 km, Antalya HA ",Denize Sıfır,Özel Plaj,1,5,1,1,1,3,1,0,7,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
743,Pure Blanche,"19.370,80 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/11072/1050X700/tsr11072638342718662283745.jpg,"","19000-21000",Antalya - Muratpaşa ,"23 km, Antalya ",Denize Sıfır (Aradan Yol Geçiyor),"0",0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
746,Rayana Hotel,"9.044,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/09931/1050X700/tsr09931637896084643666880.jpg,"","9000-11000",Marmaris - Bozburun ,"135 km, Dalaman ","50 - 100 Metre Arası",Halk Plajı,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
745,Ramona Hotel,"6.594,67 TL",https://cdn.tatilsepeti.com/Files/TesisResim/10138/tsr10138636981807507342868.jpg,"7,8","5000-7000",Antalya - Lara ,"10 km, Antalya ","300 - 400 Metre Arası",Halk Plajı,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
747,Rose Garden Butik,"7.786,24 TL",https://cdn.tatilsepeti.com/Files/TesisResim/06629/tsr06629636082524783795279.jpg,"7,9","7000-9000",Didim - Akbük ,"133 km, Adnan Menderes HA ","100 - 200 Metre Arası",Halk Plajı,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13,Bijal Hotel,"13.920,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13933/1050X700/tsr13933638494004946908278.jpg,"","13000-15000",Antalya - Side ,"68 km, Antalya HA ",No Info,Mavi Bayraklı Plaj,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1
12,Bera Hotel Alanya,"9.240,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/02547/1050X700/tsr02547637957356572717330.jpg,"7,5","9000-11000",Antalya - Alanya-Konaklı ,"120 km, Antalya HA ",Denize Sıfır,Özel Plaj,1,0,1,1,2,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0
